,ID_Muestreo,zona,I_PREPALIMENTOS_TIEMPO,J_LIMPIEZAVIV_TIEMPO,L1_LAVAROPA,L2_DOBLAROPA,L3_PLANCHA,L4_CALZADO,L_LIMPIEZAROPA_TIEMPO,O_CUIDOMENOR12_TIEMPO,P_CUIDO12MAS_TIEMPO,TDNR_TIEMPO,Relacion_parentesco,Sexo,niv_escolaridad,Estado_conyugal,Mantiene_hogar,Total
1999,336,Rural,7.0,7.25,0.833333333333333,0.5,,,1.33333333333333,,3.0,19.0833333333333,Hijo(a),Mujer,Quinto secundaria académica sin título de bachiller,Soltero(a),No,19.9166666666667
2000,336,Rural,6.16666666666667,1.0,0.5,0.5,,0.5,1.5,,,16.3333333333333,Hijastro(a),Hombre,Segundo secundario académica,Soltero(a),No,10.1666666666667
2001,336,Rural,1.75,2.66666666666667,,,,,,,,8.41666666666667,Nieto(a),Mujer,Quinto primaria,Soltero(a),No,4.41666666666667
2002,336,Rural,18.3333333333333,19.7166666666667,8.75,2.08333333333333,1.25,,12.0833333333333,8.33333333333333,,60.2166666666667,Jefa o jefe,Mujer,Sexto primaria,Separado,No,70.55
2003,336,Rural,3.0,3.75,3.0,0.583333333333333,0.5,0.666666666666667,4.91666666666667,1.5,,13.1666666666667,Hijo(a),Mujer,Segundo secundario académica,Soltero(a),No,17.9166666666667
2004,336,Rural,2.33333333333333,0.166666666666667,,,,,,14.0,,21.5833333333333,Jefa o jefe,Hombre,Quinto primaria,Casado(a),No,16.5
2005,336,Rural,4.08333333333333,10.0,10.5,7.0,,,17.5,20.4166666666667,,56.5833333333333,Esposo(a) o compañero(a),Mujer,Segundo secundario académica,Casado(a),Sí,69.5
2006,336,Rural,15.75,3.4,7.0,,,,7.0,7.0,,33.7333333333333,Suegro(a),Mujer,Tercero primaria,Separado,Sí,40.15
2007,336,Rural,4.83333333333333,7.33333333333333,,,,0.75,0.75,,,25.0,Jefa o jefe,Hombre,Sexto primaria,Casado(a),Sí,13.6666666666667
2008,336,Rural,12.1666666666667,10.25,10.5,2.08333333333333,,1.25,13.8333333333333,,,58.9166666666667,Esposo(a) o compañero(a),Mujer,Cuarto primaria,Casado(a),No,50.0833333333333
2009,336,Rural,8.26666666666667,5.63333333333333,0.733333333333333,0.366666666666667,,,1.1,,,15.8166666666667,Jefa o jefe,Mujer,Sexto primaria,Soltero(a),Sí,16.1
2010,336,Rural,2.66666666666667,10.0,,0.5,,0.583333333333333,1.08333333333333,,,18.3333333333333,Jefa o jefe,Hombre,Segundo primaria,Casado(a),Sí,14.8333333333333
2011,336,Rural,24.0833333333333,20.1666666666667,10.5,2.91666666666667,0.75,,14.1666666666667,,,58.4166666666667,Esposo(a) o compañero(a),Mujer,Sexto primaria,Casado(a),No,72.5833333333333
2012,336,Rural,,,,,,,,6.08333333333333,,12.1333333333333,Jefa o jefe,Hombre,Quinto secundaria académica con título de bachiller,Casado(a),Sí,6.08333333333333
2013,337,Rural,,,,,,,,,,,Jefa o jefe,Hombre,Cinco años de  universidad,Casado(a),Sí,0.0
2014,337,Rural,16.9166666666667,17.3333333333333,4.0,1.66666666666667,,1.75,7.41666666666667,,6.43333333333333,52.0166666666667,Esposo(a) o compañero(a),Mujer,Cuatro años de  universidad,Casado(a),No,55.5166666666667
2015,337,Rural,2.33333333333333,1.16666666666667,,,,,,,,4.83333333333333,Hijo(a),Hombre,Segundo secundario académica,Soltero(a),No,3.5
2016,337,Rural,0.583333333333333,1.16666666666667,,,,,,9.0,,16.75,Jefa o jefe,Hombre,Tres años  de universidad,Casado(a),Sí,10.75
2017,337,Rural,21.5833333333333,7.08333333333333,3.0,,,,3.0,44.9166666666667,,78.4166666666667,Esposo(a) o compañero(a),Mujer,Cinco años de  universidad,Casado(a),No,79.5833333333333
2018,337,Rural,22.1666666666667,17.4166666666667,2.0,2.0,,1.66666666666667,5.66666666666667,15.0,,64.8333333333333,"Padre, madre",Mujer,Sexto primaria,Casado(a),No,65.9166666666667
2019,337,Rural,46.0833333333333,20.0833333333333,2.0,1.0,,,3.5,,,73.25,Jefa o jefe,Mujer,Sexto primaria,Casado(a),Sí,72.6666666666667
2020,337,Rural,1.75,11.8333333333333,,0.25,0.0833333333333333,0.0833333333333333,0.416666666666667,,,21.0,Esposo(a) o compañero(a),Hombre,Quinto primaria,Casado(a),Sí,14.4166666666667
2021,337,Rural,20.8333333333333,18.25,4.0,1.66666666666667,,1.08333333333333,6.75,19.0833333333333,,67.9166666666667,Esposo(a) o compañero(a),Mujer,Tres años  de universidad,Casado(a),No,71.6666666666667
2022,337,Rural,,1.83333333333333,,,,,,6.25,,8.38333333333333,Hijo(a),Hombre,Sexto primaria,Soltero(a),No,8.08333333333333
2023,337,Rural,25.7333333333333,22.8333333333333,4.0,2.0,0.666666666666667,0.333333333333333,7.0,,,58.8166666666667,Esposo(a) o compañero(a),Mujer,Sexto primaria,Casado(a),No,62.5666666666667
2024,337,Rural,21.0,3.5,3.58333333333333,1.75,,,5.33333333333333,,,29.8333333333333,Jefa o jefe,Mujer,Quinto secundaria académica con título de bachiller,Casado(a),No,35.1666666666667
2025,337,Rural,14.5833333333333,15.3333333333333,1.5,0.25,,2.0,3.75,,,34.6666666666667,Jefa o jefe,Hombre,Quinto secundaria académica con título de bachiller,Soltero(a),Sí,37.4166666666667
2026,337,Rural,3.0,1.75,,,,,,,,5.75,Jefa o jefe,Hombre,Cuatro años de  universidad,En unión libre o juntado(a),Sí,4.75
2027,337,Rural,8.5,0.383333333333333,,,,,,,,12.6333333333333,Esposo(a) o compañero(a),Mujer,Dos años de maestría o doctorado,En unión libre o juntado(a),Sí,8.88333333333333
2028,337,Rural,17.2,10.25,1.25,1.16666666666667,0.416666666666667,,2.83333333333333,9.58333333333333,,44.5333333333333,Jefa o jefe,Mujer,Cinco años de  universidad,Casado(a),No,42.7
2029,313,Urbano,1.73333333333333,6.66666666666667,,,,0.666666666666667,0.833333333333333,2.91666666666667,4.75,25.4,Jefa o jefe,Hombre,Quinto primaria,Casado(a),Sí,17.5666666666667
2030,313,Urbano,18.75,14.7,4.75,0.916666666666667,1.0,,7.41666666666667,13.25,,56.8666666666667,Esposo(a) o compañero(a),Mujer,Tercero secundaria académica,Casado(a),No,60.7833333333333
2031,313,Urbano,24.0,,,1.0,,,2.0,,,26.0,Jefa o jefe,Mujer,Quinto primaria,Viudo(a),"No, lo hace otra institución o persona fuera del hogar que vive en el país",27.0
2032,313,Urbano,5.58333333333333,3.95,4.0,0.75,,,4.75,,,15.5333333333333,Hijo(a),Mujer,Sexto primaria,Soltero(a),No,19.0333333333333
2033,313,Urbano,18.1666666666667,11.0,1.5,1.5,,,3.0,2.91666666666667,,36.0,Jefa o jefe,Mujer,Tercero secundaria académica,Casado(a),No,38.0833333333333
2034,313,Urbano,,0.333333333333333,,,,,,3.5,,4.33333333333333,Esposo(a) o compañero(a),Hombre,Sexto primaria,Casado(a),Sí,3.83333333333333
2035,313,Urbano,31.5,6.16666666666667,1.33333333333333,1.41666666666667,,,2.75,14.5833333333333,,55.0,Hijo(a),Mujer,Dos años  parauniversitaria,Soltero(a),Sí,57.75
2036,313,Urbano,1.16666666666667,,,,,1.0,1.0,2.46666666666667,,5.13333333333333,Hijo(a),Hombre,Segundo secundario académica,Soltero(a),No,5.63333333333333
2037,313,Urbano,,1.16666666666667,,,,0.833333333333333,0.833333333333333,,,2.3,Hijo(a),Hombre,Quinto primaria,Soltero(a),No,2.83333333333333
2038,313,Urbano,41.5,7.25,4.0,2.0,,,6.0,,,62.25,Jefa o jefe,Mujer,Sexto primaria,Casado(a),Sí,60.75
2039,313,Urbano,6.0,4.5,,0.5,,0.25,1.25,,,29.0833333333333,Hijo(a),Mujer,Cinco años de  universidad,Soltero(a),No,12.5
2040,313,Urbano,3.08333333333333,0.833333333333333,,,,0.25,0.25,3.66666666666667,,12.0833333333333,Jefa o jefe,Hombre,Tres años  de universidad,Casado(a),Sí,8.08333333333333
2041,313,Urbano,13.1833333333333,12.6333333333333,5.25,2.91666666666667,4.75,0.416666666666667,13.3333333333333,13.1333333333333,,54.45,Esposo(a) o compañero(a),Mujer,Quinto secundaria académica con título de bachiller,Casado(a),No,65.6166666666667
2042,313,Urbano,2.0,4.5,,,,,,11.7833333333333,,29.0333333333333,Esposo(a) o compañero(a),Hombre,Sexto primaria,En unión libre o juntado(a),Sí,18.2833333333333
2043,313,Urbano,13.5,17.6666666666667,3.0,2.75,,0.25,6.0,,,42.6666666666667,Jefa o jefe,Mujer,Tercero secundaria académica,Divorciado(a),No,43.1666666666667
2044,313,Urbano,7.75,6.33333333333333,1.0,,0.166666666666667,,1.16666666666667,,,16.25,Hijo(a),Mujer,Un  año de universidad,Soltero(a),No,16.4166666666667
2045,313,Urbano,0.666666666666667,,,,,,,4.66666666666667,,6.33333333333333,Jefa o jefe,Hombre,Un año de maestría o doctorado,Casado(a),Sí,5.33333333333333
2046,313,Urbano,16.25,14.5,2.0,0.5,,,2.5,6.66666666666667,,40.9166666666667,Esposo(a) o compañero(a),Mujer,Un año de maestría o doctorado,Casado(a),Sí,42.4166666666667
2047,313,Urbano,20.6666666666667,9.98333333333333,0.3,0.75,,,1.05,,,34.8666666666667,Jefa o jefe,Mujer,Cinco años de  universidad,Casado(a),Sí,32.75
2048,313,Urbano,1.75,12.75,,,,0.25,0.25,,,19.25,Esposo(a) o compañero(a),Hombre,Sexto primaria,Casado(a),Sí,15.0
2049,313,Urbano,7.0,1.5,,,,,,11.5833333333333,,25.0833333333333,Jefa o jefe,Hombre,Sexto secundaria técnica con título de bachiller,Casado(a),Sí,20.0833333333333
2050,338,Rural,,1.75,,,,0.666666666666667,0.666666666666667,,,11.0833333333333,Jefa o jefe,Hombre,Sexto primaria,Casado(a),Sí,3.08333333333333
2051,338,Rural,20.0,19.8333333333333,7.0,0.666666666666667,,,7.91666666666667,,,51.75,Esposo(a) o compañero(a),Mujer,Sexto primaria,Casado(a),No,55.4166666666667
2052,338,Rural,18.9166666666667,16.6166666666667,5.0,2.5,2.41666666666667,1.33333333333333,11.25,10.1666666666667,,62.0833333333333,Esposo(a) o compañero(a),Mujer,Quinto secundaria académica con título de bachiller,Casado(a),No,68.2
2053,338,Rural,23.3333333333333,29.5833333333333,1.75,7.0,1.5,0.833333333333333,11.0833333333333,5.5,,72.1666666666667,Esposo(a) o compañero(a),Mujer,Quinto secundaria académica con título de bachiller,Casado(a),No,80.5833333333333
2054,338,Rural,10.9166666666667,5.83333333333333,0.666666666666667,0.166666666666667,0.0833333333333333,,0.916666666666667,,,19.9166666666667,Jefa o jefe,Hombre,Primero secundaria académica,Soltero(a),Sí,18.5833333333333
2055,338,Rural,17.9666666666667,13.25,10.5,4.91666666666667,1.5,,16.9166666666667,9.91666666666667,,64.05,Esposo(a) o compañero(a),Mujer,Cuarto primaria,Casado(a),No,74.9666666666667
2056,338,Rural,0.25,1.58333333333333,1.0,0.5,,0.833333333333333,2.33333333333333,,,4.16666666666667,Hijo(a),Hombre,Sexto primaria,Soltero(a),No,6.5
2057,338,Rural,0.833333333333333,6.41666666666667,,,,,,,,7.25,Otro(a) familiar,Mujer,Ninguno,Viudo(a),No,7.25
2058,338,Rural,5.58333333333333,1.33333333333333,,,,,,1.25,,11.1666666666667,Jefa o jefe,Hombre,Segundo primaria,Casado(a),Sí,8.16666666666667
2059,338,Rural,12.8333333333333,8.56666666666667,0.466666666666667,,,,0.466666666666667,2.33333333333333,,30.2,Hijo(a),Mujer,Quinto secundaria académica sin título de bachiller,Soltero(a),No,24.6666666666667
2060,338,Rural,6.5,8.48333333333333,,,,1.0,1.0,,,18.4,Jefa o jefe,Hombre,Segundo secundario académica,Casado(a),Sí,16.9833333333333
2061,338,Rural,1.25,5.75,,,,0.333333333333333,0.333333333333333,,,8.0,"Padre, madre",Hombre,Segundo primaria,Viudo(a),No,7.66666666666667
2062,338,Rural,,1.08333333333333,,,,,,0.583333333333333,,3.91666666666667,Jefa o jefe,Hombre,Sexto primaria,Casado(a),Sí,1.66666666666667
2063,338,Rural,35.0,25.5833333333333,7.0,7.0,0.333333333333333,0.666666666666667,15.0,8.83333333333333,,86.75,Esposo(a) o compañero(a),Mujer,Sexto primaria,Casado(a),No,99.4166666666667
2064,338,Rural,5.0,9.83333333333333,2.0,,,,2.0,,1.5,22.1666666666667,Jefa o jefe,Mujer,Tercero primaria,En unión libre o juntado(a),Sí,20.3333333333333
2065,338,Rural,4.66666666666667,5.25,,1.5,,,1.5,,2.0,18.9166666666667,Esposo(a) o compañero(a),Hombre,Sexto secundaria técnica con título de bachiller,En unión libre o juntado(a),Sí,14.9166666666667
2066,338,Rural,15.8333333333333,5.66666666666667,,,,,,,,22.9166666666667,"Padre, madre",Hombre,Segundo primaria,Separado,No,21.5
2067,338,Rural,23.0,21.7166666666667,9.5,2.33333333333333,,0.8,12.6333333333333,14.8,,72.15,Esposo(a) o compañero(a),Mujer,Ninguno,En unión libre o juntado(a),No,84.7833333333333
2068,338,Rural,28.25,28.3333333333333,0.666666666666667,1.0,1.5,,3.16666666666667,22.75,,89.0,Esposo(a) o compañero(a),Mujer,Sexto primaria,Casado(a),No,85.6666666666667
2069,338,Rural,,4.91666666666667,,,,0.166666666666667,0.166666666666667,6.75,,11.8333333333333,Hijo(a),Hombre,Primero secundaria académica,Soltero(a),No,12.0
2070,339,Rural,5.83333333333333,8.08333333333333,,,,,,19.5833333333333,3.83333333333333,48.3333333333333,Jefa o jefe,Hombre,Sexto primaria,En unión libre o juntado(a),Sí,37.3333333333333
2071,339,Rural,28.0,9.73333333333333,3.5,4.08333333333333,0.166666666666667,,7.75,26.9,1.91666666666667,74.8833333333333,Esposo(a) o compañero(a),Mujer,Sexto primaria,En unión libre o juntado(a),No,82.05
2072,339,Rural,0.25,1.56666666666667,,0.25,,,0.25,3.15,,5.38333333333333,Hijo(a),Hombre,Sexto primaria,Soltero(a),No,5.46666666666667
2073,339,Rural,0.933333333333333,0.716666666666667,,,,0.25,0.25,1.83333333333333,,4.73333333333333,Cuñado(a),Hombre,Quinto secundaria académica sin título de bachiller,Soltero(a),No,3.98333333333333
2074,339,Rural,,3.5,,0.666666666666667,,0.0833333333333333,0.75,,,4.25,Jefa o jefe,Hombre,Cuarto primaria,Casado(a),Sí,5.0
2075,339,Rural,0.25,10.1666666666667,,,,,,13.0,0.833333333333333,29.1,Jefa o jefe,Hombre,Sexto primaria,Casado(a),Sí,24.25
2076,339,Rural,8.08333333333333,5.08333333333333,3.0,0.75,,0.4,4.15,7.75,,25.65,Esposo(a) o compañero(a),Mujer,Seis años de  universidad,Casado(a),Sí,29.2166666666667
2077,339,Rural,9.83333333333333,7.41666666666667,0.75,1.0,,,1.75,,,20.0,Jefa o jefe,Hombre,Segundo secundario académica,Casado(a),Sí,20.75
2078,339,Rural,17.6666666666667,6.91666666666667,1.0,1.5,2.0,,4.5,,,33.3333333333333,Esposo(a) o compañero(a),Mujer,Sexto primaria,Casado(a),Sí,33.5833333333333
2079,339,Rural,21.0,18.0,7.5,2.5,,,10.0,,,49.0,Jefa o jefe,Mujer,Sexto primaria,Divorciado(a),No,59.0
2080,339,Rural,,1.16666666666667,,,,,,,,1.16666666666667,Hermano(a),Hombre,Ninguno,Soltero(a),Sí,1.16666666666667
2081,339,Rural,24.3333333333333,15.75,4.5,0.75,0.5,0.333333333333333,6.08333333333333,,0.25,70.3333333333333,Jefa o jefe,Mujer,Cuarto secundaria académica,Casado(a),No,52.5
2082,339,Rural,,1.58333333333333,,,,0.0833333333333333,0.0833333333333333,,,6.33333333333333,Esposo(a) o compañero(a),Hombre,Quinto secundaria académica con título de bachiller,Casado(a),Sí,1.75
2083,339,Rural,1.76666666666667,5.75,,,,0.166666666666667,0.166666666666667,,0.0833333333333333,8.26666666666667,Jefa o jefe,Hombre,Primero primaria,Casado(a),"No, lo hace otra institución o persona fuera del hogar que vive en el país",7.93333333333333
2084,339,Rural,15.75,10.0,2.0,1.16666666666667,,0.25,3.41666666666667,,,29.1666666666667,Esposo(a) o compañero(a),Mujer,Ninguno,Casado(a),No,32.5833333333333
2085,339,Rural,25.3333333333333,9.75,,1.0,,0.5,1.5,,,39.0833333333333,Jefa o jefe,Hombre,Sexto primaria,Viudo(a),Sí,38.0833333333333
2086,339,Rural,6.91666666666667,8.08333333333333,2.0,0.75,,,2.75,,,20.1666666666667,Jefa o jefe,Mujer,Sexto primaria,Divorciado(a),Sí,20.5
2087,339,Rural,14.0,4.31666666666667,4.0,,,,4.0,,,22.3166666666667,Jefa o jefe,Mujer,Ninguno,Viudo(a),Sí,26.3166666666667
2088,339,Rural,0.583333333333333,,,0.5,,0.666666666666667,1.16666666666667,,,3.91666666666667,Nieto(a),Hombre,Quinto secundaria académica con título de bachiller,Soltero(a),Sí,2.91666666666667
2089,339,Rural,0.566666666666667,0.333333333333333,,,,,,1.41666666666667,3.0,7.31666666666667,Jefa o jefe,Hombre,Sexto primaria,Casado(a),Sí,5.31666666666667
2090,339,Rural,30.6666666666667,17.4333333333333,6.0,1.0,1.0,,8.0,3.58333333333333,0.433333333333333,63.95,Esposo(a) o compañero(a),Mujer,Tercero secundaria académica,Casado(a),No,68.1166666666667
2091,314,Urbano,0.5,0.4,,,,0.166666666666667,0.166666666666667,,0.666666666666667,2.85,Jefa o jefe,Hombre,Sexto primaria,Divorciado(a),Sí,1.9
2092,314,Urbano,21.0,26.5,10.0,5.0,,,15.0,,0.833333333333333,63.3333333333333,"Padre, madre",Mujer,Tercero primaria,Viudo(a),No,78.3333333333333
2093,314,Urbano,30.3333333333333,19.8333333333333,6.0,1.5,1.5,0.5,9.5,,,63.6666666666667,Esposo(a) o compañero(a),Mujer,Sexto primaria,Casado(a),No,69.1666666666667
2094,314,Urbano,,,,,,,,1.5,,1.5,Jefa o jefe,Hombre,Sexto primaria,Casado(a),Sí,1.5
2095,314,Urbano,20.1666666666667,31.6,1.5,0.583333333333333,,,2.08333333333333,5.75,,66.6,Esposo(a) o compañero(a),Mujer,Sexto primaria,Casado(a),Sí,61.6833333333333
2096,314,Urbano,29.75,2.16666666666667,21.0,0.0333333333333333,,,21.0333333333333,,3.5,59.5333333333333,Esposo(a) o compañero(a),Mujer,Tercero primaria,En unión libre o juntado(a),Sí,77.4833333333333
2097,314,Urbano,4.16666666666667,3.75,0.666666666666667,0.833333333333333,0.583333333333333,0.583333333333333,2.66666666666667,4.08333333333333,,15.0,Hijastro(a),Mujer,Tercero primaria,Soltero(a),No,17.3333333333333
2098,314,Urbano,3.26666666666667,5.98333333333333,3.0,1.5,,0.5,5.08333333333333,11.55,0.75,26.9666666666667,Hijastro(a),Mujer,Tercero primaria,Soltero(a),No,31.6333333333333
2099,314,Urbano,8.13333333333333,6.1,0.4,0.2,,,0.6,0.583333333333333,,16.4666666666667,Jefa o jefe,Mujer,Ninguno,Soltero(a),No,16.0166666666667
2100,314,Urbano,11.9833333333333,3.56666666666667,3.0,1.0,0.333333333333333,,4.33333333333333,5.26666666666667,,26.0666666666667,Hijo(a),Mujer,Segundo secundario académica,Soltero(a),Sí,29.4833333333333
2101,314,Urbano,20.4166666666667,28.75,0.666666666666667,0.666666666666667,,,1.41666666666667,,,55.75,Jefa o jefe,Mujer,Quinto primaria,Separado,No,51.9166666666667
2102,314,Urbano,0.1,1.16666666666667,,,0.416666666666667,0.166666666666667,0.583333333333333,,,2.18333333333333,Hijo(a),Hombre,Quinto primaria,Soltero(a),No,2.43333333333333
2103,314,Urbano,6.83333333333333,3.0,0.666666666666667,1.0,0.416666666666667,1.0,3.08333333333333,12.5333333333333,1.33333333333333,31.3166666666667,Hijo(a),Mujer,Tres años  de universidad,En unión libre o juntado(a),Sí,29.8666666666667
2104,314,Urbano,13.75,18.75,0.416666666666667,1.0,,0.5,1.91666666666667,14.0833333333333,0.416666666666667,50.8333333333333,Hijo(a),Mujer,Quinto secundaria académica con título de bachiller,Soltero(a),No,50.8333333333333
2105,314,Urbano,0.916666666666667,1.66666666666667,,0.5,0.25,0.25,1.0,1.58333333333333,,5.16666666666667,Nieto(a),Mujer,Primero secundaria académica,Soltero(a),No,6.16666666666667
2106,314,Urbano,2.03333333333333,2.01666666666667,,0.25,,0.666666666666667,0.916666666666667,8.0,,16.4666666666667,Jefa o jefe,Hombre,Cuarto secundaria académica,Casado(a),Sí,13.8833333333333
2107,314,Urbano,22.5,9.16666666666667,4.0,1.0,2.0,1.0,8.25,6.0,,45.9166666666667,Esposo(a) o compañero(a),Mujer,Segundo secundario académica,Casado(a),No,53.9166666666667
2108,315,Urbano,20.9166666666667,19.45,5.0,1.06666666666667,,0.0833333333333333,6.15,,,53.1833333333333,Jefa o jefe,Mujer,Sexto primaria,Divorciado(a),No,52.6666666666667
2109,315,Urbano,,6.05,5.25,2.33333333333333,0.666666666666667,,8.25,,,20.55,"Padre, madre",Mujer,Cuarto primaria,Separado,No,22.55
2110,315,Urbano,6.33333333333333,1.26666666666667,1.5,,,,1.5,,,10.9333333333333,Hijo(a),Mujer,Quinto secundaria académica con título de bachiller,Soltero(a),Sí,10.6
2111,315,Urbano,17.0833333333333,16.1666666666667,5.5,,,0.583333333333333,6.08333333333333,,0.666666666666667,44.9166666666667,Jefa o jefe,Mujer,Tercero secundaria académica,En unión libre o juntado(a),No,46.0833333333333
2112,315,Urbano,1.91666666666667,2.16666666666667,,,,0.5,0.5,,,9.08333333333333,Esposo(a) o compañero(a),Hombre,Quinto primaria,En unión libre o juntado(a),Sí,5.08333333333333
2113,315,Urbano,4.25,8.41666666666667,,0.5,,0.25,0.75,,,16.4166666666667,Hijo(a),Mujer,Dos años  parauniversitaria,Soltero(a),No,14.1666666666667
2114,315,Urbano,1.75,3.83333333333333,,1.0,,1.16666666666667,2.16666666666667,,,14.3333333333333,Jefa o jefe,Hombre,Tercero secundaria académica,Casado(a),Sí,9.91666666666667
2115,315,Urbano,23.9166666666667,9.41666666666667,5.0,0.75,,,5.75,,,40.0833333333333,Jefa o jefe,Mujer,Sexto primaria,Casado(a),Sí,44.8333333333333
2116,315,Urbano,2.75,3.41666666666667,1.16666666666667,0.416666666666667,,,1.58333333333333,,,8.91666666666667,Esposo(a) o compañero(a),Hombre,Sexto primaria,Casado(a),Sí,9.33333333333333
2117,315,Urbano,6.18333333333333,4.0,1.33333333333333,2.0,,,3.33333333333333,,,14.0166666666667,Hijo(a),Mujer,Quinto secundaria académica con título de bachiller,Soltero(a),Sí,16.85
2118,315,Urbano,8.0,9.83333333333333,2.0,0.666666666666667,,,2.66666666666667,,,23.25,Jefa o jefe,Hombre,Sexto primaria,Soltero(a),Sí,23.1666666666667
2119,315,Urbano,4.25,8.41666666666667,1.25,1.16666666666667,0.75,0.5,3.66666666666667,,1.75,20.75,Jefa o jefe,Mujer,Quinto secundaria académica sin título de bachiller,Soltero(a),Sí,21.75
2120,315,Urbano,17.5833333333333,3.75,7.0,1.75,1.16666666666667,,10.3333333333333,,,34.6666666666667,"Padre, madre",Mujer,Sexto primaria,Viudo(a),No,41.5833333333333
2121,315,Urbano,3.83333333333333,5.25,,,0.583333333333333,,0.916666666666667,,0.5,14.1666666666667,Hermano(a),Mujer,Cuatro años de  universidad,Soltero(a),Sí,11.0833333333333
2122,315,Urbano,2.33333333333333,6.25,,,,0.5,0.5,,,14.0,Hermano(a),Hombre,Sexto primaria,Soltero(a),Sí,9.58333333333333
2123,315,Urbano,13.9166666666667,20.1666666666667,2.0,0.666666666666667,,,2.66666666666667,,2.0,41.9166666666667,Jefa o jefe,Mujer,Quinto primaria,En unión libre o juntado(a),No,41.4166666666667
2124,315,Urbano,,0.416666666666667,,,,0.833333333333333,0.833333333333333,,,8.5,Esposo(a) o compañero(a),Hombre,Tercero primaria,En unión libre o juntado(a),Sí,2.08333333333333
2125,315,Urbano,5.83333333333333,5.16666666666667,7.0,,,,7.0,,,22.1333333333333,Jefa o jefe,Hombre,Ninguno,Casado(a),Sí,25.0
2126,315,Urbano,18.9166666666667,21.1166666666667,5.0,1.5,,,6.5,,,50.0333333333333,Esposo(a) o compañero(a),Mujer,Tercero primaria,Casado(a),No,53.0333333333333
2127,315,Urbano,,5.0,,,,,,13.0,,19.0,Jefa o jefe,Hombre,Tercero primaria,En unión libre o juntado(a),Sí,18.0
2128,315,Urbano,19.3333333333333,17.9,13.0,4.08333333333333,0.833333333333333,,17.9166666666667,13.75,,70.9,Esposo(a) o compañero(a),Mujer,Sexto primaria,En unión libre o juntado(a),No,86.8166666666667
2129,315,Urbano,18.0833333333333,18.6666666666667,1.0,0.5,1.0,,2.66666666666667,,,44.9166666666667,Jefa o jefe,Mujer,Tercero primaria,Viudo(a),No,41.9166666666667
2130,315,Urbano,3.5,25.25,1.5,1.5,2.0,,5.0,,12.0,57.25,Hijo(a),Mujer,Seis años de  universidad,Soltero(a),Sí,50.75
2131,315,Urbano,15.75,13.5,7.5,5.0,,,12.5,36.8333333333333,5.5,88.25,Jefa o jefe,Mujer,Cuarto primaria,Divorciado(a),Sí,96.5833333333333
2132,315,Urbano,,1.25,,,,,,,,1.25,Hijo(a),Mujer,Quinto primaria,Soltero(a),No,1.25
2133,316,Urbano,19.8333333333333,15.75,7.0,1.91666666666667,,,8.91666666666667,18.0,,65.0,Jefa o jefe,Mujer,Ninguno,Separado,No,71.4166666666667
2134,316,Urbano,3.96666666666667,6.0,,1.08333333333333,,0.416666666666667,1.5,12.1666666666667,,24.1333333333333,Hijo(a),Mujer,Segundo secundario académica,Soltero(a),No,25.1333333333333
2135,316,Urbano,18.6666666666667,1.16666666666667,1.5,0.416666666666667,,,1.91666666666667,,,25.9166666666667,Jefa o jefe,Hombre,Cuatro años de  universidad,Soltero(a),Sí,23.6666666666667
2136,316,Urbano,4.75,4.5,1.33333333333333,,,0.416666666666667,1.75,,,27.5,"Padre, madre",Hombre,Sexto primaria,Casado(a),Sí,12.75
2137,316,Urbano,2.91666666666667,6.25,0.666666666666667,0.583333333333333,,0.5,1.75,,,18.25,Jefa o jefe,Hombre,Dos años  parauniversitaria,Soltero(a),Sí,12.6666666666667
2138,316,Urbano,9.91666666666667,3.16666666666667,2.0,0.333333333333333,,,2.33333333333333,,,16.4166666666667,Hermano(a),Mujer,Tercero secundaria académica,Soltero(a),Sí,17.75
2139,316,Urbano,6.33333333333333,1.33333333333333,1.0,0.5,,0.5,2.0,,,17.0833333333333,Jefa o jefe,Hombre,Cinco años de  universidad,Divorciado(a),Sí,11.6666666666667
2140,316,Urbano,7.5,4.58333333333333,,,,,,2.5,,25.0833333333333,Jefa o jefe,Hombre,Cuatro años de  universidad,Casado(a),Sí,14.5833333333333
2141,316,Urbano,18.6666666666667,8.36666666666667,3.5,3.5,,,8.0,,,35.0333333333333,Esposo(a) o compañero(a),Mujer,Sexto primaria,Casado(a),No,42.0333333333333
2142,316,Urbano,0.5,1.0,,,,,,,,3.0,Jefa o jefe,Hombre,Primero secundaria académica,En unión libre o juntado(a),Sí,1.5
2143,316,Urbano,20.1833333333333,16.8166666666667,4.0,0.833333333333333,3.0,,7.83333333333333,,,44.8333333333333,"Padre, madre",Mujer,Tercero primaria,Viudo(a),No,52.6666666666667
2144,316,Urbano,,1.66666666666667,,,,,,14.0,,19.6666666666667,Jefa o jefe,Hombre,Sexto primaria,En unión libre o juntado(a),Sí,15.6666666666667
2145,316,Urbano,17.5,10.3333333333333,7.0,7.0,1.5,,15.5,5.16666666666667,,49.6333333333333,Esposo(a) o compañero(a),Mujer,Sexto primaria,En unión libre o juntado(a),Sí,64.0
2146,316,Urbano,21.9333333333333,2.53333333333333,,2.33333333333333,0.666666666666667,0.3,3.3,,,30.7666666666667,Jefa o jefe,Mujer,Sexto primaria,Soltero(a),Sí,31.0666666666667
